id,source_ticker,source_name,source_cik,target_ticker,target_name,target_cik,relationship_type,raw_mention,context,confidence,confidence_tier,ai_label,ai_confidence,ai_reasoning,ai_business_logic,ai_alternative
199,SEDG,"SOLAREDGE TECHNOLOGIES, INC.",0001419612,JBL,JABIL INC,0000898293,HAS_SUPPLIER,Jabil,"Further, contracting with global providers, such as Jabil
and Flex, gives us added flexibility to enjoy such manufacturers' global reach and access to different regions such as China and Vietnam,
wher",1.0,medium,,,,,
200,TVRD,"Tvardi Therapeutics, Inc.",0001346830,ABBV,AbbVie Inc.,0001551152,HAS_COMPETITOR,AbbVie,"Among the companies that currently market or are developing therapies in the pruritus space that, if approved, our products and product candidates may potentially compete with include: Pfizer, AbbVie,",1.0,medium,,,,,
201,VVV,VALVOLINE INC,0001674910,WMT,Walmart Inc.,0000104169,HAS_CUSTOMER,Walmart Inc,"Fulcher held various leadership positions at Walmart Inc., serving as Vice President Customer Strategy, Science and Journeys from October 2019 to August 2021; and Vice President Returns from February",0.95,medium,,,,,
202,ETSY,ETSY INC,0001370637,TDUP,ThredUp Inc.,0001484778,HAS_COMPETITOR,ThredUp,"57

Table of Contents

We similarly compete for sellers on our other marketplaces, Depop, Reverb, and Elo7, which sellers may list their goods with online retailers such as eBay, Vinted, ThredUp, Posh",1.0,low,,,,,
203,MAT,MATTEL INC /DE/,0000063276,WMT,Walmart Inc.,0000104169,HAS_CUSTOMER,Walmart,"During 2022, Mattel's three largest customers (Walmart at $0.95 billion, Target at $0.76 billion, and Amazon at $0.64 billion) accounted for approximately 43% of worldwide consolidated net sales.",1.0,medium,,,,,
204,ACLX,"Arcellx, Inc.",0001786205,PFE,PFIZER INC,0000078003,HAS_COMPETITOR,Pfizer,"We anticipate substantial direct competition from other organizations developing advanced CAR-Ts, other types of genetically modified cell therapies, or other anti-BCMA biologics due to their promisin",1.0,medium,,,,,
205,INSG,INSEEGO CORP.,0001022652,FAST,FASTENAL CO,0000815556,HAS_CUSTOMER,Fastenal,"Our customers for our 4G and 5G products include EnerNOC, Thermo Fisher Scientific, US Army, Fastenal, T-Mobile and Verizon Wireless, amongst others.",1.0,low,,,,,
206,EVTC,"EVERTEC, Inc.",0001559865,V,VISA INC.,0001403161,HAS_COMPETITOR,Visa,"In payment services, we compete with several other third-party card processors, debit networks, and financial technology providers, including Tecnocom Telecomunicaciones y Energía, S.A., Galileo Finan",1.0,medium,,,,,
207,MSFT,MICROSOFT CORP,0000789019,ORCL,ORACLE CORP,0001341439,HAS_SUPPLIER,Oracle,"12
PART I
Item 1

Competition

Azure faces diverse competition from companies such as Amazon, Google, IBM, Oracle, VMware, and open source offerings.",1.0,high,,,,,
208,SKYQ,Sky Quarry Inc.,0001812447,NDAQ,"NASDAQ, INC.",0001120193,HAS_COMPETITOR,Nasdaq,"The market price of our common stock could also be subject to wide fluctuations in response to a broad and diverse range of factors, including the following:
·actual or anticipated variations in our p",1.0,medium,,,,,
209,SPIR,"Spire Global, Inc.",0001816017,SR,SPIRE INC,0001126956,HAS_PARTNER,Spire,•Solution in Space: Customers partner with Spire to build a custom end-to-end solution from payload development to mission operations.,1.0,low,,,,,
210,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,FISV,FISERV INC,0000798354,HAS_SUPPLIER,Fiserv,"Jack Henry Banking and Symitar compete with large vendors that provide information and transaction processing solutions to banks and credit unions, including Fidelity National Information Services, In",1.0,medium,,,,,
211,ATKR,Atkore Inc.,0001666138,HUBB,HUBBELL INC,0000048898,HAS_CUSTOMER,Hubbell Incorporated,"Safety & Infrastructure

: Zekelman Industries, Inc., Eaton Corporation plc, ABB Ltd., Hubbell Incorporated, nVent Electric plc., and Haydon Corporation

Management of Information Technology Systems",0.95,low,,,,,
212,GDDY,GoDaddy Inc.,0001609711,WMT,Walmart Inc.,0000104169,HAS_CUSTOMER,Walmart,"It also allows customers to sell on leading marketplaces (e.g., Amazon, Etsy, eBay, Walmart, Google) and social media platforms (e.g., Facebook, Instagram), with all channels managed from our Commerce",1.0,medium,,,,,
213,BL,"BLACKLINE, INC.",0001666134,G,Genpact LTD,0001398659,HAS_CUSTOMER,Genpact,"Our direct sales force leverages our relationships with technology vendors such as SAP and NetSuite, professional services firms such as Deloitte, Ernst & Young, and KPMG and business process outsourc",1.0,low,,,,,
214,STGW,Stagwell Inc,0000876883,ACN,Accenture plc,0001467373,HAS_COMPETITOR,Accenture,"Our Brands also face competition from consultancies, like Accenture and Deloitte, tech platforms, media companies and other services firms that offer related services.",1.0,medium,,,,,
215,ACN,Accenture plc,0001467373,ORCL,ORACLE CORP,0001341439,HAS_COMPETITOR,Oracle,"Our strong ecosystem relationships provide a significant competitive advantage, and we are a key partner of a broad range of technology providers, including Adobe, Alibaba, Amazon Web Services, Blue Y",1.0,medium,,,,,
216,SRFM,SURF AIR MOBILITY INC.,0001936224,SO,SOUTHERN CO,0000092122,HAS_PARTNER,Southern,"Furthermore, the integration of any acquisition, including the acquisition of Southern, or the establishment of a partnership or joint venture may divert management’s time and resources from our core",1.0,medium,,,,,
217,PPSI,"PIONEER POWER SOLUTIONS, INC.",0001449792,CMI,CUMMINS INC,0000026172,HAS_SUPPLIER,Cummins,"In the sale of onsite power systems and service, our Critical Power Solutions segment competes with larger, more established regional companies that represent Caterpillar, Cummins, Kohler and other ge",1.0,medium,,,,,
218,MET,METLIFE INC,0001099219,MSTR,Strategy Inc,0001050446,HAS_COMPETITOR,Strategy,"Business


Index to Business


|                                          | Page |
|------------------------------------------|------|
| Business Overview & Strategy             | 5    |
| Segments an",1.0,medium,,,,,
219,CC,Chemours Co,0001627223,HON,HONEYWELL INTERNATIONAL INC,0000773840,HAS_COMPETITOR,Honeywell International,"Key competitors for the Thermal & Specialized Solutions segment include Honeywell International, Inc., Arkema S.A., Orbia, and Daikin Industries, Ltd.",1.0,medium,,,,,
220,XOS,"Xos, Inc.",0001819493,NKLAQ,Nikola Corp,0001731289,HAS_COMPETITOR,Nikola,"In addition to competition from traditional diesel OEMs, we face competition from disruptive vehicle manufacturers that are developing alternative fuel and electric commercial vehicles, such as Nikola",1.0,medium,,,,,
221,ENR,"ENERGIZER HOLDINGS, INC.",0001632790,MOS,MOSAIC CO,0001285785,HAS_SUPPLIER,Mosaic,"Energizer is proud to have three employee resource groups—the Women’s Leadership Network (WLN), the African Ancestry Leadership Group, and Mosaic (the Asian-American Ancestry Group)—that help increase",1.0,medium,,,,,
222,GXXM,"GEX MANAGEMENT, INC.",0001681556,RHI,ROBERT HALF INC.,0000315213,HAS_PARTNER,Robert Half,"Subsequently,
GEX Management has achieved significant growth by expanding its client base through partnerships with top-tier technology MSPs such as
Robert Half, Insight Global, TekFortune, and Aegean",1.0,low,,,,,
223,ZM,"Zoom Communications, Inc.",0001585521,DBX,"DROPBOX, INC.",0001467623,HAS_SUPPLIER,Dropbox,"We also have integrations with Atlassian, Dropbox, Google, LinkedIn, Microsoft, Salesforce, Slack, and a variety of other productivity, collaboration, data management, and security vendors.",1.0,low,,,,,
224,RBLX,Roblox Corp,0001315098,META,"Meta Platforms, Inc.",0001326801,HAS_COMPETITOR,Meta Platforms,"We compete for users and their engagement hours with global technology leaders such as Amazon, Apple, Meta Platforms, Google, Microsoft, and Tencent, global entertainment companies such as Comcast, Di",1.0,medium,,,,,
225,BMBL,Bumble Inc.,0001830043,AAPL,Apple Inc.,0000320193,HAS_CUSTOMER,Apple,"To comply with these orders, Apple has announced that it will allow dating app developers in the Netherlands App Store to include an in-app link directing customers to the developer’s website to compl",1.0,medium,,,,,
226,BILL,"BILL Holdings, Inc.",0001786352,INTU,INTUIT INC.,0000896878,HAS_PARTNER,Intuit,"Our business depends, in part, on our relationship with Intuit.",1.0,low,,,,,
227,BKNG,Booking Holdings Inc.,0001075531,SABR,Sabre Corp,0001597033,HAS_COMPETITOR,Sabre,"We currently, or may in the future, compete with a variety of companies, including:
•online travel reservation services such as Expedia, Hotels.com, Hotwire, Orbitz, Travelocity, Wotif, Cheaptickets,",1.0,low,,,,,
228,TRC,TEJON RANCH CO,0000096869,GVA,GRANITE CONSTRUCTION INC,0000861459,HAS_PARTNER,Granite Construction,"We also have a royalty arrangement with Granite Construction tied to land previously owned by the Company that began operations in 2021 and is now paying royalty payments, which will more than offset",1.0,low,,,,,
229,SWKS,"SKYWORKS SOLUTIONS, INC.",0000004127,GRMN,GARMIN LTD,0001121788,HAS_CUSTOMER,Garmin,"Our key customers include Amazon, Apple, Arris, Bose, Cisco, DJI, Ericsson, Foxconn, Garmin, Gemalto (a Thales company), General Electric, Fibocom, Google, Honeywell, Huawei, Itron, Lenovo, LG Electro",1.0,medium,,,,,
230,AMPH,"Amphastar Pharmaceuticals, Inc.",0001297184,MCK,MCKESSON CORP,0000927653,HAS_SUPPLIER,McKesson Corporation,"The following table provides information regarding the percentage of our net revenues that is derived from each of our major customers and partners:

| ​                             | ​              |",0.95,medium,,,,,
231,NEWH,"NewHydrogen, Inc.",0001371128,NDAQ,"NASDAQ, INC.",0001120193,HAS_PARTNER,NASDAQ,"On
June 14, 2018, the Company executed a joint development agreement with Silicio Ferrosolar SLU, a subsidiary of Ferroglobe, PLC (NASDAQ:GSM),
for collaborative efforts to assess, develop, and/or mar",1.0,medium,,,,,
232,GALT,GALECTIN THERAPEUTICS INC,0001133416,MA,Mastercard Inc,0001141391,HAS_SUPPLIER,MA,"We also lease on a month-to-month basis approximately 300 square feet in Natick, MA, for use by research and development consultants and which is collocated with one of our research and
development se",1.0,medium,,,,,
233,HST,"HOST HOTELS & RESORTS, INC.",0001070750,VAC,MARRIOTT VACATIONS WORLDWIDE Corp,0001524358,HAS_PARTNER,Marriott Vacations Worldwide Corporation,"We own a 67% interest in a joint venture with an affiliate of HV Global Group, a subsidiary of Marriott Vacations Worldwide Corporation, that owns a 131-unit vacation ownership development in Maui, Ha",0.95,low,,,,,
234,SVV,"Savers Value Village, Inc.",0001883313,MSFT,MICROSOFT CORP,0000789019,HAS_CUSTOMER,Microsoft,"We rely on software, technologies and services sourced or licensed from third parties to operate critical functions of our business, including payment processing services, certain aspects of CPC autom",1.0,medium,,,,,
235,AGPU,Axe Compute Inc.,0001446159,CAH,CARDINAL HEALTH INC,0000721371,HAS_COMPETITOR,Cardinal Health,"Cardinal Health, a very significant competitor, manufactures
both single use canisters as well as a more automated fluid handling system that will compete with us.",1.0,medium,,,,,
236,OMI,OWENS & MINOR INC/VA/,0000075252,UPS,UNITED PARCEL SERVICE INC,0001090727,HAS_COMPETITOR,United Parcel Service,Major outsourced logistics competitors serving healthcare manufacturers in the United States include United Parcel Service and FedEx Corporation.,1.0,medium,,,,,
237,TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,GME,GameStop Corp.,0001326380,HAS_CUSTOMER,GameStop,"Our top customers include, among others, Sony, Microsoft, Steam, GameStop, and Epic.",1.0,medium,,,,,
238,IVDN,INNOVATIVE DESIGNS INC,0001190370,SYK,STRYKER CORP,0000310764,HAS_COMPETITOR,Stryker,"|

Some of our biggest competitors in the Arctic Armor™
line are:

| ● | Ice Clam Corporation |
|---|----------------------|
| ● | Vexilar              |
| ● | Mustang Survival     |
| ● | Frabill",1.0,medium,,,,,
239,VYGR,"Voyager Therapeutics, Inc.",0001640266,BIIB,BIOGEN INC.,0000875045,HAS_PARTNER,Biogen,"in collaboration with AC Immune SA, Eisai Co., Ltd., Janssen Pharmaceuticals, Inc., UCB S.A., Bristol Myers Squibb Company in collaboration with Prothera Inc., along with several other companies, as w",1.0,medium,,,,,
240,HUBG,"Hub Group, Inc.",0000940942,UNP,UNION PACIFIC CORP,0000100885,HAS_PARTNER,Union Pacific,"We have relationships with each of the following major railroads:

| Burlington Northern Santa Fe | Florida East Coast   |
|------------------------------|----------------------|
| Canadian National",1.0,low,,,,,
241,ORKA,"Oruka Therapeutics, Inc.",0000907654,MDT,Medtronic plc,0001613103,HAS_SUPPLIER,Medtronic,"If our arrangement with Medtronic, as amended, is continued as part of our future development of Gencaro, we will have limited control over the amount and timing of resources that they dedicate to the",1.0,medium,,,,,
242,SNSE,"Sensei Biotherapeutics, Inc.",0001829802,NDAQ,"NASDAQ, INC.",0001120193,HAS_PARTNER,Nasdaq,"In addition to the factors discussed elsewhere in this “Risk Factors” section, these factors include:
•the commencement, enrollment or results of our ongoing and future clinical trials;
•positive or n",1.0,medium,,,,,
243,AXL,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,0001062231,PCAR,PACCAR INC,0000075362,HAS_CUSTOMER,Paccar,"•AAM was also recognized in 2021 for quality in the 2020 performance year by several other customers, including the Ford Zero Defects Award at our Litchfield, Michigan facility, the Ford Q1 Quality Aw",1.0,medium,,,,,
244,MXL,"MAXLINEAR, INC",0001288469,AVGO,Broadcom Inc.,0001730168,HAS_COMPETITOR,Broadcom Ltd,"Our primary merchant semiconductor competitors include Silicon Labs, NXP Semiconductors N.V, MediaTek, Inc., Broadcom Ltd, Rafael Microelectronics, Inc., Inphi Corporation, M/A-COM Technology Solution",0.95,high,,,,,
245,ACMR,"ACM Research, Inc.",0001680062,LRCX,LAM RESEARCH CORP,0000707549,HAS_COMPETITOR,Lam Research Corporation,"We consider our principal competitors to be those companies that provide single-wafer cleaning products to the market, including Lam Research Corporation,  Kokusai Semiconductor Equipment Corporation,",0.95,medium,,,,,
246,HNST,"Honest Company, Inc.",0001530979,WMT,Walmart Inc.,0000104169,HAS_CUSTOMER,Walmart,"In 2022, Target, Amazon and Walmart accounted for approximately 31%, 19% and 4% of our total revenue, respectively.",1.0,medium,,,,,
247,EMPD,Empery Digital Inc.,0001829794,PII,Polaris Inc.,0000931015,HAS_PARTNER,Polaris,"Polaris has recently announced a joint venture with Zero Motorcycles to help them design dedicated electric
UTVs, the first product of which was released in December 2021.",1.0,low,,,,,
248,GEL,GENESIS ENERGY LP,0001022321,MLP,MAUI LAND & PINEAPPLE CO INC,0000063330,HAS_PARTNER,MLP,"Business


General

We are a growth-oriented master limited partnership (“MLP”) formed in Delaware in 1996.",1.0,medium,,,,,
249,ZVSA,"ZyVersa Therapeutics, Inc.",0001859007,PFE,PFIZER INC,0000078003,HAS_COMPETITOR,Pfizer,"Numerous pharmaceutical companies, generic drug companies, biotechnology companies, and academic and research
institutions are engaged in the development, patenting, manufacturing, and marketing of he",1.0,medium,,,,,
250,CQP,"Cheniere Energy Partners, L.P.",0001383650,BX,Blackstone Inc.,0001393818,HAS_COMPETITOR,Blackstone,"Risk Factor Summary

Each of the risk factors outlined below are discussed more fully following this summary:

Risks Relating to Our Financial Matters

Our operating results, cash flows and/or liquidi",1.0,medium,,,,,
